"LOINC_NUM","LONG_COMMON_NAME"
"100451-4","Chiropractic medicine Outpatient Progress note"
"100452-2","Clinical cardiac electrophysiology Outpatient Progress note"
"10045-3","S wave amplitude in lead V6"
"100453-0","Clinical genetics Outpatient Progress note"
"100454-8","Clinical neurophysiology Outpatient Progress note"
"100455-5","Clinical pathology Outpatient Progress note"
"100456-3","Colon and rectal surgery Outpatient Progress note"
"100457-1","Consultant Outpatient Progress note"
"100458-9","Outpatient COVID-19 Intubation Progress note"
"100459-7","Outpatient COVID-19 Progress note"
"100460-5","Dermatology Outpatient Progress note"
"10046-1","S wave duration in lead AVF"
"100461-3","Developmental-behavioral pediatrics Outpatient Progress note"
"100462-1","Dialysis and Therapeutic apheresis Outpatient Progress note"
"100463-9","Eating disorders Outpatient Progress note"
"100464-7","Endocrinology Outpatient Progress note"
"100465-4","Family medicine Outpatient Progress note"
"100466-2","Gastroenterology Outpatient Progress note"
"100467-0","Geriatric medicine Outpatient Progress note"
"100468-8","Gynecologic oncology Outpatient Progress note"
"100469-6","Gynecology Outpatient Progress note"
"100470-4","Healthcare navigator Outpatient Progress note"
"100471-2","Heart failure Outpatient Progress note"
"100472-0","Heart failure+Transplant cardiology Outpatient Progress note"
"100473-8","Hematology Outpatient Progress note"
"100474-6","Hematology+Medical oncology Outpatient Progress note"
"100475-3","Hepatology Outpatient Progress note"
"100476-1","Immunology Outpatient Progress note"
"100477-9","Infectious disease Outpatient Progress note"
"100478-7","Internal medicine Outpatient Progress note"
"10047-9","S wave duration in lead AVL"
"100479-5","Interventional cardiology Outpatient Progress note"
"100480-3","Interventional radiology Outpatient Progress note"
"100481-1","Outpatient Mechanical circulatory support Progress note"
"100482-9","Medical Aid in Dying Outpatient Progress note"
"100483-7","Mental health Outpatient Progress note"
"100484-5","Multi-specialty program Outpatient Progress note"
"100485-2","Neonatal perinatal medicine Outpatient Progress note"
"100486-0","Nephrology Outpatient Progress note"
"10048-7","S wave duration in lead AVR"
"100487-8","Neurological surgery Outpatient Progress note"
"100488-6","Neurology Outpatient Progress note"
"100489-4","Neurology with special qualifications in child neurology Outpatient Progress note"
"100490-2","Nurse practitioner Outpatient Progress note"
"100491-0","Nurse Outpatient Progress note"
"100492-8","Nutrition and dietetics Outpatient Progress note"
"100493-6","Obstetrics and Gynecology Outpatient Progress note"
"100494-4","Obstetrics Outpatient Progress note"
"10049-5","S wave duration in lead I"
"100495-1","Occupational therapy Outpatient Progress note"
"100496-9","Oncology Outpatient Progress note"
"100497-7","Ophthalmology Outpatient Progress note"
"100498-5","Optometry Outpatient Progress note"
"100499-3","Oral and Maxillofacial Surgery Outpatient Progress note"
"100500-8","Orthopaedic surgery Outpatient Progress note"
"100501-6","Orthotics prosthetics Outpatient Progress note"
"100502-4","Otolaryngology Outpatient Progress note"
"10050-3","S wave duration in lead II"
"100503-2","Pain medicine Outpatient Progress note"
"100504-0","Palliative care Outpatient Progress note"
"100505-7","Pediatric cardiology Outpatient Progress note"
"100506-5","Pediatric dermatology Outpatient Progress note"
"100507-3","Pediatric endocrinology Outpatient Progress note"
"100508-1","Pediatric gastroenterology Outpatient Progress note"
"100509-9","Pediatric hematology-oncology Outpatient Progress note"
"100510-7","Pediatric infectious diseases Outpatient Progress note"
"10051-1","S wave duration in lead III"
"100511-5","Pediatric otolaryngology Outpatient Progress note"
"100512-3","Pediatric pulmonology Outpatient Progress note"
"100513-1","Pediatric rheumatology Outpatient Progress note"
"100514-9","Pediatric surgery Outpatient Progress note"
"100515-6","Pediatric transplant hepatology Outpatient Progress note"
"100516-4","Pediatric urology Outpatient Progress note"
"100517-2","Pharmacogenomics Outpatient Progress note"
"100518-0","Physical medicine and rehab Outpatient Progress note"
"100519-8","Physical therapy Outpatient Progress note"
"100520-6","Plastic surgery Outpatient Progress note"
"100521-4","Podiatry Outpatient Progress note"
"100522-2","Psychiatry Hospital Progress note"
"100523-0","Psychology Outpatient Progress note"
"100524-8","Pulmonary Outpatient Progress note"
"100525-5","Radiation oncology Outpatient Progress note"
"100526-3","Radiology Outpatient Progress note"
"100527-1","Recreational therapy Outpatient Progress note"
"100528-9","Reproductive endocrinology and infertility Outpatient Progress note"
"10052-9","S wave duration in lead V1"
"100529-7","Research Outpatient Progress note"
"100530-5","Rheumatology Outpatient Progress note"
"100531-3","Sleep medicine Outpatient Progress note"
"100532-1","Social worker Outpatient Progress note"
"100533-9","Solid Organ Transplant Outpatient Progress note"
"100534-7","Speech-language pathology Outpatient Progress note"
"100535-4","Spinal surgery Outpatient Progress note"
"100536-2","Sports medicine Outpatient Progress note"
"10053-7","S wave duration in lead V2"
"100537-0","Surgery of the hand Outpatient Progress note"
"100538-8","Telehealth+Outpatient Progress note"
"100539-6","Thromboembolism Outpatient Progress note"
"100540-4","Transplant surgery Outpatient Progress note"
"100541-2","Trauma Outpatient Progress note"
"100542-0","Urology Outpatient Progress note"
"100543-8","Vascular neurology Outpatient Progress note"
"100544-6","Vascular surgery Outpatient Progress note"
"10054-5","S wave duration in lead V3"
"100545-3","Wound care management Outpatient Progress note"
"100546-1","Wound, Ostomy, and Continence Care Outpatient Progress note"
"100547-9","Adolescent medicine Hospital Progress note"
"100548-7","Allergy and Immunology Hospital Progress note"
"100549-5","Allergy Hospital Progress note"
"100550-3","Attending Hospital Progress note"
"100551-1","Audiology Hospital Progress note"
"10055-2","S wave duration in lead V4"
"100552-9","Bariatric surgery Hospital Progress note"
"100553-7","Blood banking and transfusion medicine Hospital Progress note"
"100554-5","Bone Marrow Transplant Hospital Progress note"
"100555-2","Breastfeeding Hospital Progress note"
"100556-0","Burn management Hospital Progress note"
"100557-8","Cardiac surgery Hospital Progress note"
"100558-6","Cardiopulmonary Hospital Progress note"
"100559-4","Child and adolescent psychiatry Hospital Progress note"
"10056-0","S wave duration in lead V5"
"100560-2","Clinical cardiac electrophysiology Hospital Progress note"
"100561-0","Clinical genetics Hospital Progress note"
"100562-8","Clinical neurophysiology Hospital Progress note"
"100563-6","Clinical pathology Hospital Progress note"
"100564-4","Colon and rectal surgery Hospital Progress note"
"100565-1","Consultant Hospital Progress note"
"100566-9","Dentistry Hospital Progress note"
"100567-7","Dermatology Hospital Progress note"
"100568-5","Developmental-behavioral pediatrics Hospital Progress note"
"100569-3","Dialysis and Therapeutic apheresis Hospital Progress note"
"100570-1","Eating disorders Hospital Progress note"
"100571-9","Endocrinology Hospital Progress note"
"100572-7","Family medicine Hospital Progress note"
"100573-5","Gastroenterology Hospital Progress note"
"100574-3","General medicine Hospital Progress note"
"100575-0","Geriatric medicine Hospital Progress note"
"100576-8","Gynecologic oncology Hospital Progress note"
"100577-6","Gynecology Hospital Progress note"
"10057-8","S wave duration in lead V6"
"100578-4","Healthcare navigator Hospital Progress note"
"100579-2","Heart failure Hospital Progress note"
"1005-8","Indirect antiglobulin test.IgG specific reagent [Presence] in Serum or Plasma"
"100580-0","Heart failure+Transplant cardiology Hospital Progress note"
"100581-8","Hematology Hospital Progress note"
"100582-6","Hematology+Medical oncology Hospital Progress note"
"100583-4","Hepatology Hospital Progress note"
"100584-2","Immunology Hospital Progress note"
"100585-9","Infectious disease Hospital Progress note"
"10058-6","S' wave amplitude in lead AVF"
"100586-7","Internal medicine Hospital Progress note"
"100587-5","Interventional cardiology Hospital Progress note"
"100588-3","Interventional radiology Hospital Progress note"
"100589-1","Hospital Mechanical circulatory support Progress note"
"100590-9","Medical Aid in Dying Hospital Progress note"
"100591-7","Mental health Hospital Progress note"
"100592-5","Multi-specialty program Hospital Progress note"
"100593-3","Neonatal perinatal medicine Hospital Progress note"
"10059-4","S' wave amplitude in lead AVL"
"100594-1","Nephrology Hospital Progress note"
"100595-8","Neurological surgery Hospital Progress note"
"100596-6","Neurology Hospital Progress note"
"100597-4","Neurology with special qualifications in child neurology Hospital Progress note"
"100598-2","Nurse practitioner Hospital Progress note"
"100599-0","Nurse Hospital Progress note"
"100600-6","Nutrition and dietetics Hospital Progress note"
"100601-4","Obstetrics and Gynecology Hospital Progress note"
"10060-2","S' wave amplitude in lead AVR"
"100602-2","Obstetrics Hospital Progress note"
"100603-0","Occupational therapy Hospital Progress note"
"100604-8","Oncology Hospital Progress note"
"100605-5","Ophthalmology Hospital Progress note"
"100606-3","Oral and Maxillofacial Surgery Hospital Progress note"
"100607-1","Orthopaedic surgery Hospital Progress note"
"100608-9","Orthotics prosthetics Hospital Progress note"
"100609-7","Otolaryngology Hospital Progress note"
"10061-0","S' wave amplitude in lead I"
"100610-5","Pain medicine Hospital Progress note"
"100611-3","Palliative care Hospital Progress note"
"100612-1","Pastoral care Hospital Progress note"
"100613-9","Pediatric cardiology Hospital Progress note"
"100614-7","Pediatric dermatology Hospital Progress note"
"100615-4","Pediatric endocrinology Hospital Progress note"
"100616-2","Pediatric gastroenterology Hospital Progress note"
"100617-0","Pediatric hematology-oncology Hospital Progress note"
"100618-8","Pediatric infectious diseases Hospital Progress note"
"100619-6","Pediatric otolaryngology Hospital Progress note"
"100620-4","Pediatric pulmonology Hospital Progress note"
"100621-2","Pediatric rheumatology Hospital Progress note"
"100622-0","Pediatric surgery Hospital Progress note"
"100623-8","Pediatric transplant hepatology Hospital Progress note"
"100624-6","Pharmacogenomics Hospital Progress note"
"100625-3","Pharmacology Hospital Progress note"
"100626-1","Physical medicine and rehab Hospital Progress note"
"100627-9","Physical therapy Hospital Progress note"
"10062-8","S' wave amplitude in lead II"
"100628-7","Plastic surgery Hospital Progress note"
"100629-5","Podiatry Hospital Progress note"
"100630-3","Psychology Hospital Progress note"
"100631-1","Radiation oncology Hospital Progress note"
"100632-9","Radiology Hospital Progress note"
"100633-7","Rapid response team Hospital Progress note"
"100634-5","Recreational therapy Hospital Progress note"
"100635-2","Reproductive endocrinology and infertility Hospital Progress note"
"10063-6","S' wave amplitude in lead III"
"100636-0","Research Hospital Progress note"
"100637-8","Rheumatology Hospital Progress note"
"100638-6","Sleep medicine Hospital Progress note"
"100639-4","Social worker Hospital Progress note"
"100640-2","Solid Organ Transplant Hospital Progress note"
"100641-0","Speech-language pathology Hospital Progress note"
"100642-8","Spinal surgery Hospital Progress note"
"100643-6","Surgery of the hand Hospital Progress note"
"10064-4","S' wave amplitude in lead V1"
"100644-4","Thromboembolism Hospital Progress note"
"100645-1","Trauma Hospital Progress note"
"100646-9","Urology Hospital Progress note"
"100647-7","Vascular neurology Hospital Progress note"
"100648-5","Vascular surgery Hospital Progress note"
"100649-3","Wound care management Hospital Progress note"
"100650-1","Wound, Ostomy, and Continence Care Hospital Progress note"
"10065-1","S' wave amplitude in lead V2"
"100651-9","Hospital COVID-19 Intubation Progress note"
"100652-7","Pure tone bone conduction threshold audiometry panel"
"100653-5","Pure tone air conduction threshold audiometry panel"
"100654-3","Pyruvate kinase M2 [Presence] in Stool"
"100655-0","XR Sella turcica Lateral"
"100656-8","Maternal and fetal medicine Outpatient Progress note"
"100657-6","Maternal and fetal medicine Telephone encounter+Hospital Progress note"
"100658-4","Hospital COVID-19 Progress note"
"100659-2","Maternal and fetal medicine Hospital Progress note"
"1006-6","Direct antiglobulin test.IgG specific reagent [Interpretation] on Red Blood Cells"
"100660-0","Maternal and fetal medicine Telephone encounter+Outpatient Progress note"
"100661-8","Psychiatry Outpatient Progress note"
"100662-6","Cortisol free and total panel - Serum or Plasma"
"100663-4","TPMT gene c.460G>A and c.719A>G [Presence] in Blood by Molecular genetics method"
"100664-2","NUDT15 gene c.50_55dup and c.415C>T [Presence] in Blood by Molecular genetics method"
"100665-9","NUDT15 gene c.415C>T [Presence] in Blood by Molecular genetics method"
"100666-7","NUDT15 gene c.416G>A [Presence] in Blood by Molecular genetics method"
"100667-5","NUDT15 gene c.52G>A [Presence] in Blood by Molecular genetics method"
"100668-3","NUDT15 gene c.50_55dup [Presence] in Blood by Molecular genetics method"
"10066-9","S' wave amplitude in lead V3"
"100669-1","NUDT15 gene c.50_55del [Presence] in Blood by Molecular genetics method"
"100670-9","RHD gene allele [Identifier] in Plasma cell-free DNA Nominal--fetus"
"100671-7","Aspergillus sp DNA [Presence] in Blood by NAA with probe detection"
"100672-5","Aspergillus fumigatus DNA [Presence] in Blood by NAA with probe detection"
"100673-3","Aspergillus terreus DNA [Presence] in Blood by NAA with probe detection"
"100674-1","BK virus DNA [Log #/volume] (viral load) in Blood by NAA with probe detection"
"100675-8","Cytomegalovirus DNA [Units/volume] (viral load) in Blood by NAA with probe detection"
"100676-6","Cytomegalovirus DNA [log units/volume] (viral load) in Blood by NAA with probe detection"
"10067-7","S' wave amplitude in lead V4"
"100677-4","Epstein Barr virus DNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection"
"100678-2","Epstein Barr virus DNA [Log #/volume] (viral load) in Blood by NAA with probe detection"
"100679-0","Herpes virus 6 DNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection"
